CIFNumber,Customer Name,Customer-since,DateofBirth,Gender,City,Existingloans-to-income-ratio,Creditscore,Monthly-Income,Profession,Loan-productname,Date-loan-given,Loan-Tenor-in-months,NO of Months From Loan Date, LoanAmount , InterestRate , EquatedMonthlyInstalment , NumberofInstalmentsPaid , Numberofinstalments-paid-byDue-date , Numberofinstalments-paid afterDuedate , NumberofInstalments-NotPaidasoftoday , PrincipalAmountOutstanding , InterestAmountOutstandingas of today ,Numberofcallsmade,Response, Lessthan30daysoutstandingprincipalplusinterest , 30ormorebutlessthan60daysoutstandingprincipalplusinterest , 60ormorebutlessthan90daysoutstandingprincipalplusinterest , 90ormorebutlessthan 180daysoutstandingprincipalplusinterest , 180daysormoreoutstandingprincipalplusinterest ,Interestaccrualstopdate,FB Field 1,FB Field 2,FB Field 3,Twitter Field 1,Twitter Field 2,LInkedIn 1,LinkedIn2
99003633,Raktavira Bhosale,6/1/2001,8/11/1993,Male,Pune,8,193,100k to 200k,Bussiness Owner,Auto Loan,3/2/2014,30,19," 432,129.00 ", 11.00 ," (16,541.06)", 9.00 , 8.00 , 1.00 , 10.00 ," 144,043.00 "," (309,453.61)",6,Responses could be Phone disconnected, -   , -   , -   , -   ," (165,410.61)",,,,,,,,
99003648,Markandeya Gounder,1/29/2008,9/11/1965,Female,Pune,7,402,40k to 60k,Public Sector Employee,Home Loan,8/12/2014,18,14," 634,060.00 ", 9.00 ," (37,788.50)", 4.00 , 3.00 , 1.00 , 10.00 ," 352,255.56 "," (730,140.51)",10, promised to pay shortly, -   , -   , -   , -   ," (377,884.95)",,,,,,,,
99003663,Hastimukha Kari,11/6/2004,2/21/1963,Male,Pune,1,153,100k to 200k,Bussiness Owner,Home Loan,7/27/2015,30,3," 684,363.00 ", 11.00 ," (26,196.09)", -   , -   , -   , 3.00 ," 68,436.30 "," (147,024.57)",9,Responses could be Phone disconnected, -   , -   ," (78,588.27)", -   , -   ,,,,,,,,
99003678,Yamal Mehta,8/16/2010,12/26/1993,Male,Pune,15,171,15k to 25k,Small Bussiness Owner,Auto Loan,1/23/2015,30,9," 388,283.00 ", 11.00 ," (14,862.72)", 1.00 , 1.00 , -   , 8.00 ," 103,542.13 "," (222,443.91)",8,Do whatever you like, -   , -   , -   , -   ," (118,901.77)",,,,,,,,
99003693,Sunreet Sahu,2/19/2012,1/9/1972,Male,Pune,9,352,100k to 200k,Bussiness Owner,Home Loan,4/21/2015,18,6," 578,910.00 ", 9.00 ," (34,501.68)", 3.00 , 3.00 , -   , 3.00 ," 96,485.00 "," (199,990.05)",9, Did not pickup phone, -   , -   ," (103,505.05)", -   , -   ,,,,,,,,
99003708,Naresh Sangha,3/16/2004,11/1/1983,Female,Pune,13,125,15k to 25k,Small Bussiness Owner,Auto Loan,7/31/2014,30,15," 416,525.00 ", 11.00 ," (15,943.77)", 5.00 , 2.00 , 3.00 , 10.00 ," 138,841.67 "," (298,279.37)",5,Do whatever you like, -   , -   , -   , -   ," (159,437.71)",,,,,,,,
99003723,Pundarik Birnale,8/21/2001,11/30/1984,Male,Pune,13,355,15k to 25k,Small Bussiness Owner,Home Loan,2/5/2013,24,32," 503,648.00 ", 9.00 ," (23,009.03)", 28.00 , 16.00 , 12.00 , 4.00 ," 83,941.33 "," (175,977.45)",6,requested rescheduling, -   , -   , -   ," (92,036.12)", -   ,,,,,,,,
99003738,Taj Nayak,10/3/2001,1/24/1986,Male,Pune,12,174,60k to 100k,Private Sector Employee,Personal Loan,11/23/2014,24,11," 75,109.00 ", 9.00 ," (3,431.34)", -   , -   , -   , 11.00 ," 34,424.96 "," (72,169.65)",7,requested rescheduling, -   , -   , -   , -   ," (37,744.69)",,,,,,,,
99003753,Akshobhya Bala,9/7/2014,12/24/1977,Male,Pune,4,177,25k to 40k,Private Sector Employee,Home Loan,4/7/2014,18,18," 556,308.00 ", 9.00 ," (33,154.66)", 3.00 , 1.00 , 2.00 , 15.00 ," 463,590.00 "," (960,909.86)",9, Did not pickup phone, -   , -   , -   , -   ," (497,319.86)",,,,,,,,
99003768,Aruna Shah,6/28/2015,2/4/1993,Female,Pune,0,900,upto 15000,Private Sector Employee,Personal Loan,1/12/2013,24,33," 145,211.00 ", 9.00 ," (6,633.93)", 11.00 , 10.00 , 1.00 , 22.00 ," 133,110.08 "," (279,056.48)",5,Do whatever you like, -   , -   , -   , -   ," (145,946.40)",,,,,,,,
99003783,Yamal Mogul,4/6/2015,3/12/1992,Male,Pune,6,271,60k to 100k,Private Sector Employee,Home Loan,2/20/2013,18,32," 688,959.00 ", 9.00 ," (41,060.35)", 26.00 , -   , 26.00 , 6.00 ," 229,653.00 "," (476,015.08)",7, promised to pay shortly, -   , -   , -   , -   ," (246,362.08)",,,,,,,,
99003798,Tathagata Savant,10/21/2009,5/9/1992,Male,Pune,17,420,15k to 25k,Small Bussiness Owner,Auto Loan,5/12/2015,30,5," 451,918.00 ", 11.00 ," (17,298.55)", 1.00 , 1.00 , -   , 4.00 ," 60,255.73 "," (129,449.92)",7,Responses could be Phone disconnected, -   , -   , -   ," (69,194.18)", -   ,,,,,,,,
99003813,Jambha Gupta,9/26/2012,8/3/1986,Male,Pune,18,240,25k to 40k,Private Sector Employee,Auto Loan,1/16/2015,18,9," 284,848.00 ", 9.00 ," (16,976.28)", 1.00 , 1.00 , -   , 8.00 ," 126,599.11 "," (262,409.31)",6,requested rescheduling, -   , -   , -   , -   ," (135,810.20)",,,,,,,,
99003828,Tamal Mammen,7/26/2006,11/20/1990,Female,Pune,1,358,60k to 100k,Private Sector Employee,Home Loan,3/11/2015,18,7," 539,673.00 ", 9.00 ," (32,163.25)", 1.00 , 1.00 , -   , 6.00 ," 179,891.00 "," (372,870.50)",9,requested rescheduling, -   , -   , -   , -   ," (192,979.50)",,,,,,,,
99003843,Tathagata Subramanian,12/25/2007,8/17/1957,Male,Pune,4,121,25k to 40k,Private Sector Employee,Personal Loan,2/1/2014,18,20," 116,487.00 ", 9.00 ," (6,942.35)", 15.00 , 13.00 , 2.00 , 5.00 ," 32,357.50 "," (67,069.27)",5, promised to pay shortly, -   , -   , -   , -   ," (34,711.77)",,,,,,,,
99003858,Jafar Wason,6/27/2003,8/17/1989,Male,Pune,12,244,upto 15000,Private Sector Employee,Auto Loan,1/27/2013,30,33," 477,964.00 ", 11.00 ," (18,295.54)", 20.00 , -   , 20.00 , 13.00 ," 207,117.73 "," (444,959.71)",6, Did not pickup phone, -   , -   , -   , -   ," (237,841.97)",,,,,,,,
99003873,Ananga Dhaduk,10/22/2006,11/30/1993,Male,Pune,20,333,25k to 40k,Private Sector Employee,Home Loan,1/19/2013,24,33," 648,056.00 ", 9.00 ," (29,606.27)", 2.00 , -   , 2.00 , 31.00 ," 837,072.33 "," (1,754,866.74)",6,Do whatever you like, -   , -   , -   , -   ," (917,794.41)",,,,,,,,
99003888,Visha Nakhtare,6/5/2011,9/6/1978,Female,Pune,4,277,upto 15000,Private Sector Employee,Personal Loan,3/19/2013,18,31," 143,841.00 ", 9.00 ," (8,572.59)", 11.00 , 7.00 , 4.00 , 20.00 ," 159,823.33 "," (331,275.09)",8,requested rescheduling, -   , -   , -   , -   ," (171,451.75)",,,,,,,,
99003903,Darshan Bansal,8/25/2012,6/10/1982,Male,Pune,19,420,upto 15000,Private Sector Employee,Auto Loan,3/26/2014,24,19," 297,735.00 ", 9.00 ," (13,601.95)", 8.00 , 7.00 , 1.00 , 11.00 ," 136,461.88 "," (286,083.29)",5,Responses could be Phone disconnected, -   , -   , -   , -   ," (149,621.41)",,,,,,,,
99003918,Shaka Balakrishnan,4/14/2010,6/16/1982,Male,Pune,17,186,40k to 60k,Public Sector Employee,Auto Loan,11/21/2013,30,23," 425,350.00 ", 11.00 ," (16,281.57)", 17.00 , 11.00 , 6.00 , 6.00 ," 85,070.00 "," (182,759.45)",8, Did not pickup phone, -   , -   , -   , -   ," (97,689.45)",,,,,,,,
99003933,Adharma Raju,11/30/2011,2/14/1982,Male,Pune,2,344,100k to 200k,Bussiness Owner,Auto Loan,3/9/2015,18,7," 411,069.00 ", 9.00 ," (24,498.75)", 2.00 , 2.00 , -   , 5.00 ," 114,185.83 "," (236,679.59)",6,Do whatever you like, -   , -   , -   , -   ," (122,493.76)",,,,,,,,
99003948,Sandeep Randhawa,4/17/2002,12/30/1987,Female,Pune,13,222,25k to 40k,Private Sector Employee,Home Loan,6/6/2014,30,16," 647,611.00 ", 11.00 ," (24,789.30)", 10.00 , 10.00 , -   , 6.00 ," 129,522.20 "," (278,257.97)",7, promised to pay shortly, -   , -   , -   , -   ," (148,735.77)",,,,,,,,
99003963,Ashoka Prashad,3/10/2002,8/23/1974,Male,Pune,16,112,25k to 40k,Private Sector Employee,Personal Loan,11/29/2013,30,23," 189,740.00 ", 11.00 ," (7,262.88)", 3.00 , 1.00 , 2.00 , 20.00 ," 126,493.33 "," (271,750.93)",10,Responses could be Phone disconnected, -   , -   , -   , -   ," (145,257.60)",,,,,,,,
99003978,Rajnish Bobal,10/6/2007,8/20/1982,Male,Pune,10,417,upto 15000,Private Sector Employee,Personal Loan,9/10/2013,18,25," 189,072.00 ", 9.00 ," (11,268.25)", 12.00 , 5.00 , 7.00 , 13.00 ," 136,552.00 "," (283,039.24)",5,take back vehicle, -   , -   , -   , -   ," (146,487.24)",,,,,,,,
99003993,Imaran Peri,5/27/2006,9/2/1992,Male,Pune,16,447,60k to 100k,Private Sector Employee,Home Loan,8/21/2013,30,26," 537,125.00 ", 11.00 ," (20,560.11)", 17.00 , 7.00 , 10.00 , 9.00 ," 161,137.50 "," (346,178.45)",7,requested rescheduling, -   , -   , -   , -   ," (185,040.95)",,,,,,,,
1010001009,Bhavata Sahu,9/29/2007,4/6/1974,Male,Jaipur,7,618,60k to 100k,Public Sector Employee,Home Loan,4/20/2014,24,18," 526,308.00 ", 11.50 ," (24,652.43)", 17.00 , 13.00 , 4.00 , 1.00 ," 21,929.50 "," (46,581.93)",0,N/A," (24,652.43)", -   , -   , -   , -   ,,,,,,,,
1010001009,Bhavata Sahu,9/29/2007,4/6/1974,Male,Jaipur,20,775,60k to 100k,Public Sector Employee,Personal Loan,7/31/2013,36,27," 173,140.00 ", 12.50 ," (5,792.16)", 24.00 , 15.00 , 9.00 , 3.00 ," 14,428.33 "," (31,804.82)",0,N/A, -   , -   ," (17,376.48)", -   , -   ,,,,,,,,
1010001024,Dasya Jaitley,4/28/2010,12/25/1957,Female,Jaipur,7,510,25k to 40k,Home Maker,Auto Loan,3/16/2015,36,7," 401,877.00 ", 10.50 ," (13,061.98)", 6.00 , 6.00 , -   , 1.00 ," 11,163.25 "," (24,225.23)",0,N/A," (13,061.98)", -   , -   , -   , -   ,,,,,,,,
1010001024,Dasya Jaitley,4/28/2010,12/25/1957,Female,Jaipur,8,530,25k to 40k,Home Maker,Personal Loan,12/11/2012,36,34," 177,556.00 ", 12.50 ," (5,939.89)", 34.00 , 11.00 , 23.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001039,Kesin Sarma,11/16/2007,8/1/1968,Male,Jaipur,7,585,upto 15000,Home Maker,Home Loan,10/29/2013,24,24," 567,282.00 ", 11.50 ," (26,571.67)", 24.00 , 12.00 , 12.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001039,Kesin Sarma,11/16/2007,8/1/1968,Male,Jaipur,17,834,upto 15000,Home Maker,Personal Loan,2/1/2015,24,8," 98,003.00 ", 12.50 ," (4,636.26)", 5.00 , 5.00 , -   , 3.00 ," 12,250.38 "," (26,159.15)",0,N/A, -   , -   ," (13,908.77)", -   , -   ,,,,,,,,
1010001054,Hari Verma,9/29/2001,4/8/1982,Male,Jaipur,6,534,100k to 200k,Bussiness Owner,Auto Loan,1/13/2015,36,9," 273,113.00 ", 10.50 ," (8,876.84)", 6.00 , 5.00 , 1.00 , 3.00 ," 22,759.42 "," (49,389.94)",0,N/A, -   , -   ," (26,630.52)", -   , -   ,,,,,,,,
1010001054,Hari Verma,9/29/2001,4/8/1982,Male,Jaipur,17,591,100k to 200k,Bussiness Owner,Personal Loan,6/21/2015,30,4," 109,549.00 ", 12.50 ," (4,270.70)", 3.00 , 3.00 , -   , 1.00 ," 3,651.63 "," (7,922.34)",0,N/A," (4,270.70)", -   , -   , -   , -   ,,,,,,,,
1010001069,Vishnu Narasimhan,4/27/2007,6/3/1970,Male,Jaipur,8,749,15k to 25k,Small Bussiness Owner,Auto Loan,6/8/2014,36,16," 289,961.00 ", 10.50 ," (9,424.44)", 16.00 , 2.00 , 14.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001069,Vishnu Narasimhan,4/27/2007,6/3/1970,Male,Jaipur,9,658,15k to 25k,Small Bussiness Owner,Personal Loan,3/15/2014,30,19," 60,921.00 ", 12.50 ," (2,374.97)", 19.00 , 17.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001084,Dasya Daptardar,2/23/2007,5/16/1968,Female,Jaipur,20,705,15k to 25k,Small Bussiness Owner,Home Loan,2/20/2013,36,32," 653,927.00 ", 11.50 ," (21,563.90)", 31.00 , 29.00 , 2.00 , 1.00 ," 18,164.64 "," (39,728.54)",0,N/A," (21,563.90)", -   , -   , -   , -   ,,,,,,,,
1010001084,Dasya Daptardar,2/23/2007,5/16/1968,Female,Jaipur,20,541,15k to 25k,Small Bussiness Owner,Personal Loan,1/5/2015,18,9," 153,239.00 ", 12.50 ," (9,380.46)", 7.00 , -   , 7.00 , 2.00 ," 17,026.56 "," (35,787.47)",0,N/A, -   ," (18,760.92)", -   , -   , -   ,,,,,,,,
1010001099,Vritra Jaggi,4/30/2011,9/22/1967,Male,Jaipur,17,533,15k to 25k,Small Bussiness Owner,Home Loan,11/13/2014,24,11," 538,328.00 ", 11.50 ," (25,215.45)", 11.00 , 11.00 , -   , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001099,Vritra Jaggi,4/30/2011,9/22/1967,Male,Jaipur,12,712,15k to 25k,Small Bussiness Owner,Personal Loan,11/20/2013,24,23," 163,003.00 ", 12.50 ," (7,711.23)", 20.00 , 7.00 , 13.00 , 3.00 ," 20,375.38 "," (43,509.07)",0,N/A, -   , -   ," (23,133.70)", -   , -   ,,,,,,,,
1010001114,Kala Kamath,2/4/2006,10/12/1959,Male,Jaipur,9,801,40k to 60k,Public Sector Employee,Auto Loan,10/15/2013,18,24," 350,855.00 ", 10.50 ," (21,152.19)", 21.00 , 2.00 , 19.00 , 3.00 ," 58,475.83 "," (121,932.40)",0,N/A, -   , -   ," (63,456.57)", -   , -   ,,,,,,,,
1010001114,Kala Kamath,2/4/2006,10/12/1959,Male,Jaipur,0,900,40k to 60k,Public Sector Employee,Personal Loan,4/20/2014,30,18," 170,454.00 ", 12.50 ," (6,645.05)", 15.00 , 6.00 , 9.00 , 3.00 ," 17,045.40 "," (36,980.55)",0,N/A, -   , -   ," (19,935.15)", -   , -   ,,,,,,,,
1010001129,Tripada Rattan,10/14/2003,7/14/1962,Male,Jaipur,16,660,upto 15000,Home Maker,Home Loan,2/4/2015,30,8," 612,305.00 ", 11.50 ," (23,581.50)", 8.00 , 5.00 , 3.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001129,Tripada Rattan,10/14/2003,7/14/1962,Male,Jaipur,20,865,upto 15000,Home Maker,Personal Loan,1/26/2014,30,21," 77,580.00 ", 12.50 ," (3,024.41)", 18.00 , 11.00 , 7.00 , 3.00 ," 7,758.00 "," (16,831.23)",0,N/A, -   , -   ," (9,073.23)", -   , -   ,,,,,,,,
1010001144,Daksha Issac,12/15/2007,11/28/1964,Female,Jaipur,18,752,60k to 100k,Private Sector Employee,Auto Loan,8/5/2013,36,26," 462,598.00 ", 10.50 ," (15,035.57)", 23.00 , 16.00 , 7.00 , 3.00 ," 38,549.83 "," (83,656.53)",0,N/A, -   , -   ," (45,106.70)", -   , -   ,,,,,,,,
1010001144,Daksha Issac,12/15/2007,11/28/1964,Female,Jaipur,8,506,60k to 100k,Private Sector Employee,Personal Loan,1/5/2014,30,21," 117,067.00 ", 12.50 ," (4,563.79)", 20.00 , 9.00 , 11.00 , 1.00 ," 3,902.23 "," (8,466.02)",0,N/A," (4,563.79)", -   , -   , -   , -   ,,,,,,,,
1010001159,Raktavira Pradhan,3/8/2012,1/13/1984,Male,Jaipur,6,855,upto 15000,Private Sector Employee,Home Loan,7/15/2015,24,3," 500,876.00 ", 11.50 ," (23,461.19)", 2.00 , 2.00 , -   , 1.00 ," 20,869.83 "," (44,331.02)",0,N/A," (23,461.19)", -   , -   , -   , -   ,,,,,,,,
1010001159,Raktavira Pradhan,3/8/2012,1/13/1984,Male,Jaipur,7,805,upto 15000,Private Sector Employee,Personal Loan,10/19/2014,24,12," 132,207.00 ", 12.50 ," (6,254.36)", 12.00 , 6.00 , 6.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001174,Sachi Muni,9/2/2007,5/30/1993,Male,Jaipur,7,554,100k to 200k,Bussiness Owner,Auto Loan,11/20/2014,18,11," 261,695.00 ", 10.50 ," (15,776.95)", 10.00 , 4.00 , 6.00 , 1.00 ," 14,538.61 "," (30,315.56)",0,N/A," (15,776.95)", -   , -   , -   , -   ,,,,,,,,
1010001174,Sachi Muni,9/2/2007,5/30/1993,Male,Jaipur,11,512,100k to 200k,Bussiness Owner,Personal Loan,2/16/2015,18,8," 64,380.00 ", 12.50 ," (3,940.99)", 5.00 , 3.00 , 2.00 , 3.00 ," 10,730.00 "," (22,552.98)",0,N/A, -   , -   ," (11,822.98)", -   , -   ,,,,,,,,
1010001189,Akash Jaggi,9/14/2005,10/4/1959,Male,Jaipur,19,858,60k to 100k,Private Sector Employee,Auto Loan,2/26/2015,18,8," 251,690.00 ", 10.50 ," (15,173.77)", 6.00 , 2.00 , 4.00 , 2.00 ," 27,965.56 "," (58,313.11)",0,N/A, -   ," (30,347.55)", -   , -   , -   ,,,,,,,,
1010001189,Akash Jaggi,9/14/2005,10/4/1959,Male,Jaipur,3,847,60k to 100k,Private Sector Employee,Personal Loan,8/1/2015,24,2," 112,371.00 ", 12.50 ," (5,315.97)", 1.00 , -   , 1.00 , 1.00 ," 4,682.13 "," (9,998.09)",0,N/A," (5,315.97)", -   , -   , -   , -   ,,,,,,,,
1010001204,Guffd Nagar,12/6/2002,4/6/1974,Female,Jaipur,0,900,upto 15000,Private Sector Employee,Home Loan,5/7/2015,18,5," 631,693.00 ", 11.50 ," (38,375.37)", 3.00 , 2.00 , 1.00 , 2.00 ," 70,188.11 "," (146,938.86)",0,N/A, -   ," (76,750.75)", -   , -   , -   ,,,,,,,,
1010001204,Guffd Nagar,12/6/2002,4/6/1974,Female,Jaipur,4,718,upto 15000,Private Sector Employee,Personal Loan,4/20/2014,18,18," 131,996.00 ", 12.50 ," (8,080.08)", 15.00 , 12.00 , 3.00 , 3.00 ," 21,999.33 "," (46,239.57)",0,N/A, -   , -   ," (24,240.23)", -   , -   ,,,,,,,,
1010001219,Kesin Kadakia,3/30/2004,6/29/1957,Male,Jaipur,12,613,40k to 60k,Public Sector Employee,Auto Loan,7/27/2014,18,15," 393,976.00 ", 10.50 ," (23,751.85)", 14.00 , 2.00 , 12.00 , 1.00 ," 21,887.56 "," (45,639.41)",0,N/A," (23,751.85)", -   , -   , -   , -   ,,,,,,,,
1010001219,Kesin Kadakia,3/30/2004,6/29/1957,Male,Jaipur,3,621,40k to 60k,Public Sector Employee,Personal Loan,6/28/2015,18,4," 62,674.00 ", 12.50 ," (3,836.56)", 1.00 , -   , 1.00 , 3.00 ," 10,445.67 "," (21,955.35)",0,N/A, -   , -   ," (11,509.69)", -   , -   ,,,,,,,,
1010001234,Jambha Ramkissoon,4/17/2005,1/12/1990,Male,Jaipur,1,875,100k to 200k,Bussiness Owner,Home Loan,9/17/2013,36,25," 574,596.00 ", 11.50 ," (18,947.88)", 24.00 , 21.00 , 3.00 , 1.00 ," 15,961.00 "," (34,908.88)",0,N/A," (18,947.88)", -   , -   , -   , -   ,,,,,,,,
1010001234,Jambha Ramkissoon,4/17/2005,1/12/1990,Male,Jaipur,5,518,100k to 200k,Bussiness Owner,Personal Loan,8/2/2013,36,26," 186,982.00 ", 12.50 ," (6,255.23)", 25.00 , 10.00 , 15.00 , 1.00 ," 5,193.94 "," (11,449.17)",0,N/A," (6,255.23)", -   , -   , -   , -   ,,,,,,,,
1010001249,Nirav Nadar,3/1/2013,8/3/1974,Male,Jaipur,10,788,60k to 100k,Private Sector Employee,Home Loan,7/13/2015,30,3," 651,493.00 ", 11.50 ," (25,090.73)", 2.00 , 2.00 , -   , 1.00 ," 21,716.43 "," (46,807.16)",0,N/A," (25,090.73)", -   , -   , -   , -   ,,,,,,,,
1010001249,Nirav Nadar,3/1/2013,8/3/1974,Male,Jaipur,8,673,60k to 100k,Private Sector Employee,Personal Loan,2/20/2015,18,8," 145,172.00 ", 12.50 ," (8,886.64)", 5.00 , 4.00 , 1.00 , 3.00 ," 24,195.33 "," (50,855.26)",0,N/A, -   , -   ," (26,659.92)", -   , -   ,,,,,,,,
1010001264,Abhimanyu Shah,1/17/2014,11/13/1977,Female,Jaipur,8,559,15k to 25k,Small Bussiness Owner,Auto Loan,4/19/2013,30,30," 366,197.00 ", 10.50 ," (13,931.71)", 27.00 , 14.00 , 13.00 , 3.00 ," 36,619.70 "," (78,414.84)",0,N/A, -   , -   ," (41,795.14)", -   , -   ,,,,,,,,
1010001264,Abhimanyu Shah,1/17/2014,11/13/1977,Female,Jaipur,11,688,15k to 25k,Small Bussiness Owner,Personal Loan,2/13/2014,30,20," 187,423.00 ", 12.50 ," (7,306.57)", 18.00 , 8.00 , 10.00 , 2.00 ," 12,494.87 "," (27,108.02)",0,N/A, -   ," (14,613.15)", -   , -   , -   ,,,,,,,,
1010001279,Saurabh Chakpram,2/21/2006,10/20/1975,Male,Jaipur,16,843,upto 15000,Private Sector Employee,Home Loan,3/20/2013,24,31," 542,299.00 ", 11.50 ," (25,401.46)", 29.00 , 29.00 , -   , 2.00 ," 45,191.58 "," (95,994.50)",0,N/A, -   ," (50,802.91)", -   , -   , -   ,,,,,,,,
1010001279,Saurabh Chakpram,2/21/2006,10/20/1975,Male,Jaipur,0,900,upto 15000,Private Sector Employee,Personal Loan,7/5/2015,30,3," 143,625.00 ", 12.50 ," (5,599.14)", 3.00 , 1.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001294,Guffud Badal,3/28/2015,3/13/1982,Male,Jaipur,3,812,40k to 60k,Public Sector Employee,Auto Loan,2/23/2015,36,8," 361,440.00 ", 10.50 ," (11,747.68)", 7.00 , 2.00 , 5.00 , 1.00 ," 10,040.00 "," (21,787.68)",0,N/A," (11,747.68)", -   , -   , -   , -   ,,,,,,,,
1010001294,Guffud Badal,3/28/2015,3/13/1982,Male,Jaipur,9,796,40k to 60k,Public Sector Employee,Personal Loan,5/8/2013,24,29," 163,107.00 ", 12.50 ," (7,716.15)", 27.00 , 17.00 , 10.00 , 2.00 ," 13,592.25 "," (29,024.56)",0,N/A, -   ," (15,432.31)", -   , -   , -   ,,,,,,,,
1010001309,Girisha Mital,9/14/2006,10/29/1981,Male,Jaipur,1,839,60k to 100k,Private Sector Employee,Home Loan,3/11/2014,30,19," 517,022.00 ", 11.50 ," (19,911.89)", 18.00 , 2.00 , 16.00 , 1.00 ," 17,234.07 "," (37,145.96)",0,N/A," (19,911.89)", -   , -   , -   , -   ,,,,,,,,
1010001309,Girisha Mital,9/14/2006,10/29/1981,Male,Jaipur,18,850,60k to 100k,Private Sector Employee,Personal Loan,1/7/2015,36,9," 121,551.00 ", 12.50 ," (4,066.32)", 7.00 , 4.00 , 3.00 , 2.00 ," 6,752.83 "," (14,885.48)",0,N/A, -   ," (8,132.64)", -   , -   , -   ,,,,,,,,
1010001324,Balin Savant,5/7/2008,3/28/1975,Female,Jaipur,20,507,40k to 60k,Public Sector Employee,Home Loan,2/2/2014,24,20," 610,067.00 ", 11.50 ," (28,575.73)", 19.00 , 13.00 , 6.00 , 1.00 ," 25,419.46 "," (53,995.19)",0,N/A," (28,575.73)", -   , -   , -   , -   ,,,,,,,,
1010001324,Balin Savant,5/7/2008,3/28/1975,Female,Jaipur,20,776,40k to 60k,Public Sector Employee,Personal Loan,3/1/2015,24,7," 180,405.00 ", 12.50 ," (8,534.47)", 4.00 , -   , 4.00 , 3.00 ," 22,550.63 "," (48,154.05)",0,N/A, -   , -   ," (25,603.42)", -   , -   ,,,,,,,,
1010001339,Panchika Mathew,7/18/2009,3/11/1978,Male,Jaipur,5,794,25k to 40k,Private Sector Employee,Auto Loan,9/11/2013,18,25," 454,114.00 ", 10.50 ," (27,377.42)", 23.00 , 15.00 , 8.00 , 2.00 ," 50,457.11 "," (105,211.96)",0,N/A, -   ," (54,754.85)", -   , -   , -   ,,,,,,,,
1010001339,Panchika Mathew,7/18/2009,3/11/1978,Male,Jaipur,1,586,25k to 40k,Private Sector Employee,Personal Loan,9/8/2014,36,13," 90,917.00 ", 12.50 ," (3,041.50)", 12.00 , 11.00 , 1.00 , 1.00 ," 2,525.47 "," (5,566.98)",0,N/A," (3,041.50)", -   , -   , -   , -   ,,,,,,,,
1010001354,Chakra Peri,5/5/2008,10/17/1976,Male,Jaipur,7,758,60k to 100k,Private Sector Employee,Home Loan,11/19/2013,24,23," 635,931.00 ", 11.50 ," (29,787.21)", 20.00 , -   , 20.00 , 3.00 ," 79,491.38 "," (168,853.00)",0,N/A, -   , -   ," (89,361.63)", -   , -   ,,,,,,,,
1010001354,Chakra Peri,5/5/2008,10/17/1976,Male,Jaipur,12,625,60k to 100k,Private Sector Employee,Personal Loan,4/5/2014,18,18," 77,432.00 ", 12.50 ," (4,739.97)", 18.00 , 8.00 , 10.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001369,Amma Poddar,1/15/2007,9/19/1956,Male,Jaipur,20,796,upto 15000,Private Sector Employee,Home Loan,3/16/2014,36,19," 631,813.00 ", 11.50 ," (20,834.67)", 18.00 , 1.00 , 17.00 , 1.00 ," 17,550.36 "," (38,385.03)",0,N/A," (20,834.67)", -   , -   , -   , -   ,,,,,,,,
1010001369,Amma Poddar,1/15/2007,9/19/1956,Male,Jaipur,18,622,upto 15000,Private Sector Employee,Personal Loan,6/14/2015,36,4," 51,079.00 ", 12.50 ," (1,708.78)", 4.00 , 2.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001384,Dasras Dutta,8/21/2002,11/24/1989,Female,Jaipur,6,770,15k to 25k,Small Bussiness Owner,Auto Loan,8/15/2014,36,14," 264,261.00 ", 10.50 ," (8,589.13)", 12.00 , 10.00 , 2.00 , 2.00 ," 14,681.17 "," (31,859.42)",0,N/A, -   ," (17,178.26)", -   , -   , -   ,,,,,,,,
1010001384,Dasras Dutta,8/21/2002,11/24/1989,Female,Jaipur,16,630,15k to 25k,Small Bussiness Owner,Personal Loan,6/20/2013,18,28," 188,179.00 ", 12.50 ," (11,519.30)", 28.00 , 26.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1010001399,Adharma Mogul,3/17/2014,10/19/1985,Male,Jaipur,17,623,60k to 100k,Private Sector Employee,Auto Loan,2/18/2015,18,8," 433,714.00 ", 10.50 ," (26,147.56)", 6.00 , 1.00 , 5.00 , 2.00 ," 48,190.44 "," (100,485.56)",0,N/A, -   ," (52,295.11)", -   , -   , -   ,,,,,,,,
